text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
lhw,"Masekhet: 71028, Page: 095, Side: 2, Line: 02, Word: 1",p,,,,,l_,,,,"to, for",,,,להו,l_,preposition,"to, for"
lkwlhw,"Masekhet: 71028, Page: 095, Side: 2, Line: 02, Word: 2",p03,noun sg. emphatic,,,,l_,"kl, klˀ",,,"to, for","all, every",,,לכולהו,kl,preposition proclitic | noun sg. emphatic,"to, for | all, every"
kxd;,"Masekhet: 71028, Page: 095, Side: 2, Line: 02, Word: 3",p02,n01,,,,k_,ḥd,,,like,one,,,כחד;,xd,preposition with pronominal suffix | numeral singular absolute or construct,like | one
wh),"Masekhet: 71028, Page: 095, Side: 2, Line: 02, Word: 4",c,I,,,,w_,hˀ,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
tnN;,"Masekhet: 71028, Page: 095, Side: 2, Line: 02, Word: 5",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תנן;,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
wky,"Masekhet: 71028, Page: 095, Side: 2, Line: 02, Word: 6",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym),"Masekhet: 71028, Page: 095, Side: 2, Line: 04, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
dmbl(,"Masekhet: 71028, Page: 095, Side: 2, Line: 04, Word: 1",c,verb C,,,,dy,blˁ,,,to cause to disappear,"to damage, wound",to make swallow,"to include, lump together",דמבלע,bl(,conjunction | verb (h)aphel,"to cause to disappear | to damage, wound | to make swallow | to include, lump together"
lhw,"Masekhet: 71028, Page: 095, Side: 2, Line: 04, Word: 2",p,,,,,l_,,,,"to, for",,,,להו,l_,preposition,"to, for"
bhdy hddy,"Masekhet: 71028, Page: 095, Side: 2, Line: 04, Word: 3",p01,P,,,,bhdy,"ḥddˀ, hddy",,,"with, while",one another; each other,,,בהדי הדדי,hddy,preposition independent | P,"with, while | one another; each other"
xd,"Masekhet: 71028, Page: 095, Side: 2, Line: 05, Word: 0",n01,,,,,ḥd,,,,one,,,,חד,xd,numeral singular absolute or construct,one
"""msmmnyN"";","Masekhet: 71028, Page: 095, Side: 2, Line: 05, Word: 1",No data,,,,,,,,,,,,,מסממנין;,None,No data,
)l),"Masekhet: 71028, Page: 095, Side: 2, Line: 06, Word: 0",c,,,,,ˀlˀ,,,,but rather,,,,אלא,)l),conjunction,but rather
dmbl(,"Masekhet: 71028, Page: 095, Side: 2, Line: 06, Word: 1",c,verb C,,,,dy,blˁ,,,to cause to disappear,"to damage, wound",to make swallow,"to include, lump together",דמבלע,bl(,conjunction | verb (h)aphel,"to cause to disappear | to damage, wound | to make swallow | to include, lump together"
lhw,"Masekhet: 71028, Page: 095, Side: 2, Line: 06, Word: 2",p,,,,,l_,,,,"to, for",,,,להו,l_,preposition,"to, for"
"""brwq","Masekhet: 71028, Page: 095, Side: 2, Line: 06, Word: 3",No data,,,,,,,,,,,,,ברוק,None,No data,
"tpl"";","Masekhet: 71028, Page: 095, Side: 2, Line: 06, Word: 4",No data,,,,,,,,,,,,,תפל;,None,No data,
""")by$wl","Masekhet: 71028, Page: 095, Side: 2, Line: 16, Word: 0",No data,,,,,,,,,,,,,אבישול,None,No data,
"wbylw(""","Masekhet: 71028, Page: 095, Side: 2, Line: 16, Word: 1",No data,,,,,,,,,,,,,ובילוע,None,No data,
qpyd;,"Masekhet: 71028, Page: 095, Side: 2, Line: 16, Word: 2",verb G,,,,,qpd,,,,"to bristle, contract from fear","to be particular, strict",(skin) to become chafed or sore,to make shiny (?),קפיד;,qpd,verb peal,"to bristle, contract from fear | to be particular, strict | (skin) to become chafed or sore | to make shiny (?)"
""")by$wl""","Masekhet: 71028, Page: 095, Side: 2, Line: 16, Word: 3",No data,,,,,,,,,,,,,אבישול,None,No data,
bl),"Masekhet: 71028, Page: 095, Side: 2, Line: 17, Word: 0",p01,,,,,blˀ,,,,without,,,,בלא,bl),preposition independent,without
"""bylw(""","Masekhet: 71028, Page: 095, Side: 2, Line: 17, Word: 1",No data,,,,,,,,,,,,,בילוע,None,No data,
l),"Masekhet: 71028, Page: 095, Side: 2, Line: 17, Word: 2",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
qpyd;,"Masekhet: 71028, Page: 095, Side: 2, Line: 17, Word: 3",verb G,,,,,qpd,,,,"to bristle, contract from fear","to be particular, strict",(skin) to become chafed or sore,to make shiny (?),קפיד;,qpd,verb peal,"to bristle, contract from fear | to be particular, strict | (skin) to become chafed or sore | to make shiny (?)"
w)y,"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 0",c,c,,,,w_,ˀy,,,"and, also","if, whether",,,ואי,)y,conjunction | conjunction,"and, also | if, whether"
)mrt,"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרת,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
""")by$wl""","Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 2",No data,,,,,,,,,,,,,אבישול,None,No data,
bl),"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 3",p01,,,,,blˀ,,,,without,,,,בלא,bl),preposition independent,without
"""blw(""","Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 4",No data,,,,,,,,,,,,,בלוע,None,No data,
l),"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
qpyd,"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 6",verb G,,,,,qpd,,,,"to bristle, contract from fear","to be particular, strict",(skin) to become chafed or sore,to make shiny (?),קפיד,qpd,verb peal,"to bristle, contract from fear | to be particular, strict | (skin) to become chafed or sore | to make shiny (?)"
rxmn);,"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 7",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא;,rxmn),noun sg. emphatic,merciful
n(byd,"Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 8",verb G,,,,,ˁbd,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,נעביד,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
"""dxr$"";","Masekhet: 71028, Page: 095, Side: 2, Line: 22, Word: 9",No data,,,,,,,,,,,,,דחרש;,None,No data,
hhw),"Masekhet: 71028, Page: 095, Side: 2, Line: 25, Word: 0",P01,,,,,hhwˀ,,,,that one (m.),,,,ההוא,hhw),preposition independent,that one (m.)
tnwr),"Masekhet: 71028, Page: 095, Side: 2, Line: 25, Word: 1",noun sg. emphatic,,,,,"tnwr, tnwrˀ",,,,oven,,,,תנורא,tnwr),noun sg. emphatic,oven
dT)xw,"Masekhet: 71028, Page: 095, Side: 2, Line: 25, Word: 2",c,verb G,,,,dy,ṭḥy,,,"to plaster, glaze or smear grease on the inside surface of something",,,,דטאחו,Txy,conjunction | verb peal,"to plaster, glaze or smear grease on the inside surface of something"
bh,"Masekhet: 71028, Page: 095, Side: 2, Line: 25, Word: 3",p02,,,,,b_,,,,"in, with",,,,בה,b_,preposition with pronominal suffix,"in, with"
T)xy;,"Masekhet: 71028, Page: 095, Side: 2, Line: 25, Word: 4",noun pl. emphatic,,,,,"ṭḥy, tyḥyˀ",,,,grease,,,,טאחי;,Txy),noun pl. emphatic,grease
)srh,"Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 0",verb G,,,,,ˀsr,,,,to bind,to prohibit,"to bewitch, to cast a spell (also",to vow,אסרה,)sr,verb peal,"to bind | to prohibit | to bewitch, to cast a spell (also | to vow"
rbh,"Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 1",No data,,,,,,,,,,,,,רבה,None,No data,
br,"Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 2",noun sg. abs. or construct,,,,,"br, brˀ",,,,son,,,,בר,br),noun sg. abs. or construct,son
)hyl)y,"Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 3",No data,,,,,,,,,,,,,אהילאי,None,No data,
lmyklh,"Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 4",p02,verb G,,,,l_,ˀkl,,,to eat,to consume,to enjoy the usufruct of something,in idioms,למיכלה,)kl,preposition with pronominal suffix | verb peal,to eat | to consume | to enjoy the usufruct of something | in idioms
lryptyh;,"Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 5",p03,noun sg. emphatic,,,,l_,"ryph, ryptˀ",,,"to, for",bread baked in ashes,,,לריפתיה;,rypt),preposition proclitic | noun sg. emphatic,"to, for | bread baked in ashes"
"""l(wlM""","Masekhet: 71028, Page: 095, Side: 2, Line: 26, Word: 6",No data,,,,,,,,,,,,,לעולם,None,No data,
w)plw,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 0",c,c,,,,w_,ˀpylw,,,"and, also","even if , even",,,ואפלו,)plw,conjunction | conjunction,"and, also | even if , even"
bmlx);,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 1",p02,noun sg. emphatic,,,,b_,"mlḥ, mlḥˀ",,,"in, with",salt,,,במלחא;,mylx),preposition with pronominal suffix | noun sg. emphatic,"in, with | salt"
m)y,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 2",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
T(m);,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 3",noun sg. emphatic,,,,,"ṭˁm, ṭˁmˀ",,,,taste; order,,,,טעמא;,T(m),noun sg. emphatic,taste; order
dlm),"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 4",c,,,,,dlmh,,,,"lest, perhaps",,,,דלמא,dylm),conjunction,"lest, perhaps"
)ty,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 5",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,אתי,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
lmyklh,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 6",p02,verb G,,,,l_,ˀkl,,,to eat,to consume,to enjoy the usufruct of something,in idioms,למיכלה,)kl,preposition with pronominal suffix | verb peal,to eat | to consume | to enjoy the usufruct of something | in idioms
bkwt)x);,"Masekhet: 71028, Page: 095, Side: 2, Line: 27, Word: 7",p02,noun sg. emphatic,,,,b_,kwtḥ,,,"in, with",a type of prepared food,,,בכותאחא;,kwtx),preposition with pronominal suffix | noun sg. emphatic,"in, with | a type of prepared food"
tywbt),"Masekhet: 71028, Page: 095, Side: 2, Line: 32, Word: 0",noun sg. emphatic,,,,,"tywbh, tywbtˀ",,,,repentance,,,,תיובתא,tywbt),noun sg. emphatic,repentance
drb),"Masekhet: 71028, Page: 095, Side: 2, Line: 32, Word: 1",p,,,,,dy,,,,"of, genitive particle",,,,דרבא,d_,preposition,"of, genitive particle"
br,"Masekhet: 71028, Page: 095, Side: 2, Line: 32, Word: 2",noun sg. abs. or construct,,,,,"br, brˀ",,,,son,,,,בר,br),noun sg. abs. or construct,son
)hyl)y,"Masekhet: 71028, Page: 095, Side: 2, Line: 32, Word: 3",No data,,,,,,,,,,,,,אהילאי,None,No data,
tywbt);,"Masekhet: 71028, Page: 095, Side: 2, Line: 32, Word: 4",noun sg. emphatic,,,,,"tywbh, tywbtˀ",,,,repentance,,,,תיובתא;,tywbt),noun sg. emphatic,repentance
wky,"Masekhet: 71028, Page: 095, Side: 2, Line: 33, Word: 0",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
m)xr,"Masekhet: 71028, Page: 095, Side: 2, Line: 33, Word: 1",c,,,,,mˀḥr,,,,"since, because",,,,מאחר,m)xr,conjunction,"since, because"
?d?)ytwtb,"Masekhet: 71028, Page: 095, Side: 2, Line: 34, Word: 0",c,verb Ct,,,,dy,twb,,,"to be restored, returned","(of a request or difficult textual problem) to be answered, refuted",to be vomitted,,דאיתותב,twb,conjunction | verb ettaphal,"to be restored, returned | (of a request or difficult textual problem) to be answered, refuted | to be vomitted"
rb),"Masekhet: 71028, Page: 095, Side: 2, Line: 34, Word: 1",No data,,,,,,,,,,,,,רבא,None,No data,
br,"Masekhet: 71028, Page: 095, Side: 2, Line: 34, Word: 2",noun sg. abs. or construct,,,,,"br, brˀ",,,,son,,,,בר,br),noun sg. abs. or construct,son
)hyl)y;,"Masekhet: 71028, Page: 095, Side: 2, Line: 34, Word: 3",No data,,,,,,,,,,,,,אהילאי;,None,No data,
xyys,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 0",verb G,,,,,ḥws,,,,to have pity on (,"), care about",w. neg. : not to keep from doing,,חייס,xws,verb peal,"to have pity on ( | ), care about | w. neg. : not to keep from doing"
(lh,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 1",p02,,,,,ˁl,,,,upon; against; to,,,,עלה,(l,preposition with pronominal suffix,upon; against; to
dlm),"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 2",c,,,,,dlmh,,,,"lest, perhaps",,,,דלמא,dylm),conjunction,"lest, perhaps"
pq();,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 3",verb G,,,,,pqˁ,,,,"to split, to burst (trans.)",to burst open (intrans.),,,פקעא;,pq(,verb peal,"to split, to burst (trans.) | to burst open (intrans.)"
"""hwlkK""","Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 4",No data,,,,,,,,,,,,,הולכך,None,No data,
h)y,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 5",P01,,,,,hˀy,,,,this,,,,האי,h)y,preposition independent,this
bwby),"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 6",noun sg. emphatic,,,,,bwbyˀ,,,,part of a kiln on which bread is baked,,,,בוביא,bwby),noun sg. emphatic,part of a kiln on which bread is baked
"""hsyqw","Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 7",No data,,,,,,,,,,,,,הסיקו,None,No data,
"mbxwC""","Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 8",No data,,,,,,,,,,,,,מבחוץ,None,No data,
hw),"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 9",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
w)syr;,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 10",c,A01,,,,w_,ˀsyr,,,"and, also",captured; forbidden,,,ואסיר;,)syr,conjunction | adjective singular absolute or construct,"and, also | captured; forbidden"
$d),"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 11",verb G,,,,,šdy,,,,to throw,to put something down or upon,to pour out,other idioms:,שדא,$dy,verb peal,to throw | to put something down or upon | to pour out | other idioms:
byh,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 12",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
gwmry,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 13",noun pl. emphatic,,,,,"gwmrh, gmwrtˀ",,,,coal,,,,גומרי,gwmrt),noun pl. emphatic,coal
$pyr,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 14",A01,,,,,špyr,,,,beautiful,,,,שפיר,$pyr,adjective singular absolute or construct,beautiful
d)my;,"Masekhet: 71028, Page: 095, Side: 2, Line: 37, Word: 15",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דאמי;,dmy,verb peal,to be like | ptcp. :
)$tmTtyh,"Masekhet: 71028, Page: 096, Side: 1, Line: 05, Word: 0",verb Gt,,,,,šmṭ,,,,to be drawn out,"to be broken up, have parts missing","to withdraw oneself, slip away",to slip and fall,אשתמטתיה,$mT,verb ethpeel,"to be drawn out | to be broken up, have parts missing | to withdraw oneself, slip away | to slip and fall"
h),"Masekhet: 71028, Page: 096, Side: 1, Line: 05, Word: 1",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
dtny,"Masekhet: 71028, Page: 096, Side: 1, Line: 05, Word: 2",c,verb G,,,,dy,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דתני,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
rb,"Masekhet: 71028, Page: 096, Side: 1, Line: 05, Word: 3",noun sg. emphatic,,,,,"rb, rbˀ",,,,chief; teacher,,,,רב,rb,noun sg. emphatic,chief; teacher
$mw(,"Masekhet: 71028, Page: 096, Side: 1, Line: 05, Word: 4",No data,,,,,,,,,,,,,שמוע,None,No data,
bql nbw;,"Masekhet: 71028, Page: 096, Side: 1, Line: 05, Word: 5",p02,,,,,b_,,,,"in, with",,,,בקל נבו;,b_,preposition with pronominal suffix,"in, with"
rb,"Masekhet: 71028, Page: 096, Side: 2, Line: 02, Word: 0",noun sg. emphatic,,,,,"rb, rbˀ",,,,chief; teacher,,,,רב,rb,noun sg. emphatic,chief; teacher
ycxq,"Masekhet: 71028, Page: 096, Side: 2, Line: 02, Word: 1",No data,,,,,,,,,,,,,יצחק,None,No data,
bryh,"Masekhet: 71028, Page: 096, Side: 2, Line: 02, Word: 2",noun sg. emphatic,,,,,"br, brˀ",,,,son,,,,בריה,br),noun sg. emphatic,son
drb,"Masekhet: 71028, Page: 096, Side: 2, Line: 02, Word: 3",p,noun sg. emphatic,,,,dy,"rb, rbˀ",,,"of, genitive particle",chief; teacher,,,דרב,rb,preposition | noun sg. emphatic,"of, genitive particle | chief; teacher"
yhwdh,"Masekhet: 71028, Page: 096, Side: 2, Line: 02, Word: 4",No data,,,,,,,,,,,,,יהודה,None,No data,
hw),"Masekhet: 71028, Page: 096, Side: 2, Line: 02, Word: 5",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
$kyx,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 0",A01,,,,,škyḥ,,,,"found, present",,,,שכיח,$kyx,adjective singular absolute or construct,"found, present"
qmyh,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 1",p02,,,,,"qwmy, qmy",,,,before,,,,קמיה,qmy,preposition with pronominal suffix,before
dr)my,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 2",p,,,,,dy,,,,"of, genitive particle",,,,דראמי,d_,preposition,"of, genitive particle"
br,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 3",noun sg. abs. or construct,,,,,"br, brˀ",,,,son,,,,בר,br),noun sg. abs. or construct,son
xm);,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 4",No data,,,,,,,,,,,,,חמא;,None,No data,
$bqyh,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 5",verb G,,,,,šbq,,,,"to leave, depart from",to leave something left over,"to abandon, leave alone","to permit, allow",שבקיה,$bq,verb peal,"to leave, depart from | to leave something left over | to abandon, leave alone | to permit, allow"
w)zl,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 6",c,,,,,w_,,,,"and, also",,,,ואזל,w_,conjunction,"and, also"
lgby,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 7",p01,,,,,"lgby, lgb",,,,"towards, next to",,,,לגבי,lgby,preposition independent,"towards, next to"
rb,"Masekhet: 71028, Page: 096, Side: 2, Line: 03, Word: 8",noun sg. emphatic,,,,,"rb, rbˀ",,,,chief; teacher,,,,רב,rb,noun sg. emphatic,chief; teacher
$$t;,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 0",No data,,,,,,,,,,,,,ששת;,None,No data,
pg(,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 1",verb G,,,,,pgˁ,,,,+,": to chance upon, encounter",to harm(?),,פגע,pg(,verb peal,"+ | : to chance upon, encounter | to harm(?)"
byh,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
r)my,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 3",No data,,,,,,,,,,,,,ראמי,None,No data,
br,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 4",noun sg. abs. or construct,,,,,"br, brˀ",,,,son,,,,בר,br),noun sg. abs. or construct,son
xm);,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 5",No data,,,,,,,,,,,,,חמא;,None,No data,
)m',"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lyh;,"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 7",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
)rqpT),"Masekhet: 71028, Page: 096, Side: 2, Line: 04, Word: 8",noun sg. emphatic,,,,,"ˀrqwbṭ, ˀlqpṭˀ, ˀrqpṭˀ",,,,Persian revenue inspector,,,,ארקפטא,)lqpT),noun sg. emphatic,Persian revenue inspector
nqT,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 0",verb G,,,,,nqṭ,,,,to hold,to seize,"to take, collect, gather",idiomatic expressions,נקט,nqT,verb peal,"to hold | to seize | to take, collect, gather | idiomatic expressions"
byd,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 1",p02,noun sg. abs. or construct,,,,b_,"yd, ˀydˀ",,,"in, with","hand, arm; side; power",,,ביד,yd),preposition with pronominal suffix | noun sg. abs. or construct,"in, with | hand, arm; side; power"
ryx),"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 2",noun sg. emphatic,,,,,"ryḥ, ryḥˀ",,,,smell,,,,ריחא,ryx),noun sg. emphatic,smell
)ty,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 3",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,אתי,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
lyh,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 4",p02,,,,,l_,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
lyd;,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 5",noun sg. emphatic,,,,,"yd, ˀydˀ",,,,"hand, arm; side; power",,,,ליד;,yd),noun sg. emphatic,"hand, arm; side; power"
m$wM,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 6",c,,,,,mšwm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
d)zlt,"Masekhet: 71028, Page: 096, Side: 2, Line: 05, Word: 7",c,verb G,,,,dy,ˀzl,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",דאזלת,)zl,conjunction | verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
lgbyh,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 0",p02,,,,,"lgby, lgb",,,,"towards, next to",,,,לגביה,lgby,preposition with pronominal suffix,"towards, next to"
drb,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 1",p,noun sg. emphatic,,,,dy,"rb, rbˀ",,,"of, genitive particle",chief; teacher,,,דרב,rb,preposition | noun sg. emphatic,"of, genitive particle | chief; teacher"
$$t,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 2",No data,,,,,,,,,,,,,ששת,None,No data,
hwt,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 3",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הות,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
lK,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 4",p02,,,,,l_,,,,"to, for",,,,לך,l_,preposition with pronominal suffix,"to, for"
ky,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 5",p01,,,,,ky,,,,like,,,,כי,ky,preposition independent,like
rb,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 6",noun sg. emphatic,,,,,"rb, rbˀ",,,,chief; teacher,,,,רב,rb,noun sg. emphatic,chief; teacher
$$t;,"Masekhet: 71028, Page: 096, Side: 2, Line: 06, Word: 7",No data,,,,,,,,,,,,,ששת;,None,No data,
)m',"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lyh;,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 1",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
l)w,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 2",a,,,,,"lˀw, lw",,,,"not, it is not",,,,לאו,l)w,adverb,"not, it is not"
m$wM,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 3",p,,,,,mšwm,,,,because of,,,,משום,m$wm,preposition,because of
hky;,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 4",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי;,hky,X,"so, thus"
mr,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 5",noun sg. emphatic,,,,,"mr, mrˀ, mˀrˀ",,,,a type of spade,,,,מר,mr,noun sg. emphatic,a type of spade
b(yn),"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 6",verb G,,,,,bˁy,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעינא,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
mnyh,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 7",p02,,,,,mn,,,,from,,,,מניה,mn,preposition with pronominal suffix,from
mylt);,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 8",noun sg. emphatic,,,,,"mlh, mltˀ",,,,"word, speech; thing",,,,מילתא;,mylt),noun sg. emphatic,"word, speech; thing"
p$wT,"Masekhet: 71028, Page: 096, Side: 2, Line: 07, Word: 9",verb G,,,,,pšṭ,,,,"to extend, straighten",to stretch out (a body part),"to explain clearly, solve",(intrans.) to expand in extent,פשוט,p$T,verb peal,"to extend, straighten | to stretch out (a body part) | to explain clearly, solve | (intrans.) to expand in extent"
ly,"Masekhet: 71028, Page: 096, Side: 2, Line: 08, Word: 0",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
msbr);,"Masekhet: 71028, Page: 096, Side: 2, Line: 08, Word: 1",p,noun sg. emphatic,,,,mn,"sbr, sbrˀ",,,from,opinion,,,מסברא;,sbr),preposition | noun sg. emphatic,from | opinion
m$kxn),"Masekhet: 71028, Page: 096, Side: 2, Line: 08, Word: 2",verb G,,,,,škḥ,,,,to find,"w. infinitive : to be able to, capable of",impersonal,"‏ : it may well be, it is possible",משכחנא,$kx,verb peal,"to find | w. infinitive : to be able to, capable of | impersonal | ‏ : it may well be, it is possible"
mtnyt),"Masekhet: 71028, Page: 096, Side: 2, Line: 08, Word: 3",noun sg. emphatic,,,,,"mtny, mtnytˀ",,,,tannaitic tradition,,,,מתניתא,mtnyt),noun sg. emphatic,tannaitic tradition
